Date,Effect,Account,Amount,Type,Transaction ID
11/7/24,DEBIT,Inventory,9665.14,Asset,1882
11/7/24,CREDIT,Accounts Receivable,9665.14,Asset,1883
10/14/24,DEBIT,Accounts Payable,7342.26,Liability,1884
10/14/24,CREDIT,Sales Revenue,7342.26,Asset,1885
2/26/24,DEBIT,Cost of Goods Sold Expense,8765.51,Asset,1886
2/26/24,CREDIT,Salaries Expense,8765.51,Asset,1887
5/16/24,DEBIT,Salaries Payable,6595.98,Liability,1888
5/16/24,CREDIT,Utilities Expense,6595.98,Asset,1889
10/23/24,DEBIT,Common Stock,9989.4,Equity,1890
10/23/24,CREDIT,Retained Earnings,9989.4,Equity,1891
12/7/24,DEBIT,Cash,2709.3,Asset,1892
12/7/24,CREDIT,Inventory,2709.3,Asset,1893
2/24/24,DEBIT,Accounts Receivable,494.43,Asset,1894
2/24/24,CREDIT,Accounts Payable,494.43,Liability,1895
4/22/24,DEBIT,Sales Revenue,8228.05,Asset,1896
4/22/24,CREDIT,Cost of Goods Sold Expense,8228.05,Asset,1897
6/1/24,DEBIT,Salaries Expense,8353.15,Asset,1898
6/1/24,CREDIT,Salaries Payable,8353.15,Liability,1899
3/8/24,DEBIT,Utilities Expense,6319.83,Asset,1900
3/8/24,CREDIT,Common Stock,6319.83,Equity,1901
11/12/24,DEBIT,Retained Earnings,2467.31,Equity,1902
11/12/24,CREDIT,Cash,2467.31,Asset,1903
12/7/24,DEBIT,Inventory,8759.24,Asset,1904
12/7/24,CREDIT,Accounts Receivable,8759.24,Asset,1905
3/20/24,DEBIT,Accounts Payable,7318.71,Liability,1906
3/20/24,CREDIT,Sales Revenue,7318.71,Asset,1907
5/14/24,DEBIT,Cost of Goods Sold Expense,7894.32,Asset,1908
5/14/24,CREDIT,Salaries Expense,7894.32,Asset,1909
6/13/24,DEBIT,Salaries Payable,1049.02,Liability,1910
6/13/24,CREDIT,Utilities Expense,1049.02,Asset,1911
11/2/24,DEBIT,Common Stock,9414.87,Equity,1912
11/2/24,CREDIT,Retained Earnings,9414.87,Equity,1913
6/28/24,DEBIT,Cash,2407.87,Asset,1914
6/28/24,CREDIT,Inventory,2407.87,Asset,1915
7/21/24,DEBIT,Accounts Receivable,1764.65,Asset,1916
7/21/24,CREDIT,Accounts Payable,1764.65,Liability,1917
4/5/24,DEBIT,Sales Revenue,8709.02,Asset,1918
4/5/24,CREDIT,Cost of Goods Sold Expense,8709.02,Asset,1919
6/11/24,DEBIT,Salaries Expense,1219.14,Asset,1920
6/11/24,CREDIT,Salaries Payable,1219.14,Liability,1921
8/13/24,DEBIT,Utilities Expense,8733.27,Asset,1922
8/13/24,CREDIT,Common Stock,8733.27,Equity,1923
1/8/24,DEBIT,Retained Earnings,695.26,Equity,1924
1/8/24,CREDIT,Cash,695.26,Asset,1925
8/21/24,DEBIT,Inventory,5517.98,Asset,1926
8/21/24,CREDIT,Accounts Receivable,5517.98,Asset,1927
2/17/24,DEBIT,Accounts Payable,8422.88,Liability,1928
2/17/24,CREDIT,Sales Revenue,8422.88,Asset,1929
4/21/24,DEBIT,Cost of Goods Sold Expense,5587.71,Asset,1930
4/21/24,CREDIT,Salaries Expense,5587.71,Asset,1931
1/15/24,DEBIT,Salaries Payable,9113.52,Liability,1932
1/15/24,CREDIT,Utilities Expense,9113.52,Asset,1933
12/22/24,DEBIT,Common Stock,6768.22,Equity,1934
12/22/24,CREDIT,Retained Earnings,6768.22,Equity,1935
2/11/24,DEBIT,Cash,2396.7,Asset,1936
2/11/24,CREDIT,Inventory,2396.7,Asset,1937
12/27/24,DEBIT,Accounts Receivable,7876.23,Asset,1938
12/27/24,CREDIT,Accounts Payable,7876.23,Liability,1939
6/5/24,DEBIT,Sales Revenue,3324.13,Asset,1940
6/5/24,CREDIT,Cost of Goods Sold Expense,3324.13,Asset,1941
2/12/24,DEBIT,Salaries Expense,5618.15,Asset,1942
2/12/24,CREDIT,Salaries Payable,5618.15,Liability,1943
5/22/24,DEBIT,Utilities Expense,2305.73,Asset,1944
5/22/24,CREDIT,Common Stock,2305.73,Equity,1945
12/12/24,DEBIT,Retained Earnings,7652.27,Equity,1946
12/12/24,CREDIT,Cash,7652.27,Asset,1947
7/13/24,DEBIT,Inventory,9440.8,Asset,1948
7/13/24,CREDIT,Accounts Receivable,9440.8,Asset,1949
2/18/24,DEBIT,Accounts Payable,114.59,Liability,1950
2/18/24,CREDIT,Sales Revenue,114.59,Asset,1951
2/12/24,DEBIT,Cost of Goods Sold Expense,7069.31,Asset,1952
2/12/24,CREDIT,Salaries Expense,7069.31,Asset,1953
9/21/24,DEBIT,Salaries Payable,1527.53,Liability,1954
9/21/24,CREDIT,Utilities Expense,1527.53,Asset,1955
8/27/24,DEBIT,Common Stock,9031.31,Equity,1956
8/27/24,CREDIT,Retained Earnings,9031.31,Equity,1957
11/3/24,DEBIT,Cash,4361.43,Asset,1958
11/3/24,CREDIT,Inventory,4361.43,Asset,1959
9/27/24,DEBIT,Accounts Receivable,9069.76,Asset,1960
9/27/24,CREDIT,Accounts Payable,9069.76,Liability,1961
8/3/24,DEBIT,Sales Revenue,6618.74,Asset,1962
8/3/24,CREDIT,Cost of Goods Sold Expense,6618.74,Asset,1963
10/6/24,DEBIT,Salaries Expense,4423.77,Asset,1964
10/6/24,CREDIT,Salaries Payable,4423.77,Liability,1965
1/27/24,DEBIT,Utilities Expense,8995.72,Asset,1966
1/27/24,CREDIT,Common Stock,8995.72,Equity,1967
5/9/24,DEBIT,Retained Earnings,716,Equity,1968
5/9/24,CREDIT,Cash,716,Asset,1969
2/7/24,DEBIT,Inventory,3573.26,Asset,1970
2/7/24,CREDIT,Accounts Receivable,3573.26,Asset,1971
3/19/24,DEBIT,Accounts Payable,4513.23,Liability,1972
3/19/24,CREDIT,Sales Revenue,4513.23,Asset,1973
11/15/24,DEBIT,Cost of Goods Sold Expense,3584.07,Asset,1974
11/15/24,CREDIT,Salaries Expense,3584.07,Asset,1975
7/2/24,DEBIT,Salaries Payable,4432.43,Liability,1976
7/2/24,CREDIT,Utilities Expense,4432.43,Asset,1977
1/19/24,DEBIT,Common Stock,6622.76,Equity,1978
1/19/24,CREDIT,Retained Earnings,6622.76,Equity,1979
1/14/24,DEBIT,Cash,8081.42,Asset,1980
1/14/24,CREDIT,Inventory,8081.42,Asset,1981
5/8/24,DEBIT,Accounts Receivable,4367.36,Asset,1982
5/8/24,CREDIT,Accounts Payable,4367.36,Liability,1983
4/14/24,DEBIT,Sales Revenue,7470.31,Asset,1984
4/14/24,CREDIT,Cost of Goods Sold Expense,7470.31,Asset,1985
2/10/24,DEBIT,Salaries Expense,6611.57,Asset,1986
2/10/24,CREDIT,Salaries Payable,6611.57,Liability,1987
10/16/24,DEBIT,Utilities Expense,2638.77,Asset,1988
10/16/24,CREDIT,Common Stock,2638.77,Equity,1989
8/17/24,DEBIT,Retained Earnings,6362.68,Equity,1990
8/17/24,CREDIT,Cash,6362.68,Asset,1991
8/18/24,DEBIT,Inventory,4460.09,Asset,1992
8/18/24,CREDIT,Accounts Receivable,4460.09,Asset,1993
10/24/24,DEBIT,Accounts Payable,5108.11,Liability,1994
10/24/24,CREDIT,Sales Revenue,5108.11,Asset,1995
5/3/24,DEBIT,Cost of Goods Sold Expense,1051.14,Asset,1996
5/3/24,CREDIT,Salaries Expense,1051.14,Asset,1997
11/21/24,DEBIT,Salaries Payable,6903.73,Liability,1998
11/21/24,CREDIT,Utilities Expense,6903.73,Asset,1999
6/26/24,DEBIT,Common Stock,8346.71,Equity,2000
6/26/24,CREDIT,Retained Earnings,8346.71,Equity,2001
